Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Legion: The Legend of Excalibur,PS2,2002.0,Action,0.11,0.09,0.0,0.03,51.0,7,M
Spartan: Total Warrior,PS2,2005.0,Action,0.11,0.09,0.0,0.03,74.0,8.4,M
Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,0.11,0.09,0.0,0.02,61.0,8.3,E10+
Harry Potter and the Deathly Hallows - Part 2,DS,2011.0,Action,0.1,0.09,0.0,0.02,55.0,tbd,E10+
Assassin's Creed Syndicate,PC,2015.0,Action,0.11,0.09,0.0,0.02,74.0,5.9,M
Hitman: HD Trilogy,PS3,2013.0,Action,0.07,0.09,0.0,0.04,71.0,7.6,M
Saints Row IV,XOne,2015.0,Action,0.1,0.09,0.0,0.02,,,
Kung Fu Rider,PS3,2010.0,Action,0.06,0.09,0.01,0.03,36.0,3.7,E10+
Sleeping Dogs,XOne,2014.0,Action,0.1,0.09,0.0,0.02,,,
Dungeon Hunter Alliance,PSV,2012.0,Action,0.07,0.09,0.0,0.03,49.0,6.4,T
LEGO Marvel's Avengers,3DS,2016.0,Action,0.07,0.09,0.01,0.01,60.0,7.1,E10+
Need for Speed: The Run,3DS,2011.0,Action,0.09,0.09,0.0,0.02,65.0,6,E10+
Rango: The Video Game,PS3,2011.0,Action,0.07,0.09,0.0,0.03,65.0,6.4,E10+
The Adventures of Tintin: The Game,3DS,2011.0,Action,0.05,0.09,0.0,0.02,56.0,5.7,E10+
LEGO The Hobbit,PSV,2014.0,Action,0.02,0.09,0.0,0.03,,2.5,E10+
Tom Clancy's Splinter Cell Trilogy,PS3,2011.0,Action,0.0,0.09,0.0,0.02,,,
Thief (2014),PC,2014.0,Action,0.0,0.09,0.0,0.01,,,
Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,0.13,0.1,0.74,0.03,72.0,9.3,T
Viewtiful Joe,GC,2003.0,Action,0.38,0.1,0.12,0.02,93.0,8.3,T
Dynasty Warriors 8,PS3,2013.0,Action,0.12,0.1,0.34,0.05,68.0,8.5,T
Gauntlet Legends,N64,1999.0,Action,0.43,0.1,0.0,0.01,,,
Way of the Samurai,PS2,2002.0,Action,0.13,0.1,0.25,0.03,74.0,8.2,M
The Godfather (US sales),XB,2006.0,Action,0.33,0.1,0.0,0.02,,,
50 Cent: Bulletproof,XB,2005.0,Action,0.33,0.1,0.0,0.02,50.0,5.9,M
LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,0.33,0.1,0.0,0.02,85.0,8.6,E10+
Mega Man X6,PS,2001.0,Action,0.14,0.1,0.16,0.03,65.0,6.8,E
The Wonderful 101,WiiU,2013.0,Action,0.19,0.1,0.08,0.03,78.0,8.5,T
Disney's Brother Bear,GBA,2003.0,Action,0.28,0.1,0.0,0.01,,tbd,E
Ice Age,GBA,2002.0,Action,0.27,0.1,0.0,0.01,47.0,tbd,E
Lilo & Stitch 2: Hämsterviel Havoc,GBA,2004.0,Action,0.27,0.1,0.0,0.01,,,
Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,0.26,0.1,0.0,0.01,72.0,9.3,E
Cubix Robots for Everyone: Clash 'n' Bash,GBA,,Action,0.26,0.1,0.0,0.01,,,
Jurassic Park,NES,1993.0,Action,0.25,0.1,0.0,0.01,,,
Silent Hill HD Collection,PS3,2012.0,Action,0.15,0.1,0.03,0.04,70.0,4.8,M
MySims SkyHeroes,Wii,2010.0,Action,0.16,0.1,0.0,0.03,67.0,5.2,E10+
Disney Infinity,3DS,2013.0,Action,0.17,0.1,0.0,0.02,,,
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009.0,Action,0.0,0.1,0.17,0.02,,,
The Golden Compass,PS3,2007.0,Action,0.14,0.1,0.0,0.05,40.0,4.8,E10+
Skylanders: Trap Team,3DS,2014.0,Action,0.16,0.1,0.0,0.02,,3.4,E10+
One Piece: Unlimited World Red,PS3,2014.0,Action,0.09,0.1,0.06,0.04,71.0,7.3,T
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001.0,Action,0.15,0.1,0.0,0.02,,,
Rocky: Legends,PS2,2004.0,Action,0.13,0.1,0.0,0.03,65.0,8.6,T
Shadow of Rome,PS2,2005.0,Action,0.13,0.1,0.0,0.03,75.0,8.3,M
Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,0.13,0.1,0.0,0.03,61.0,8,E10+
Transformers: Cybertron Adventures,Wii,2010.0,Action,0.14,0.1,0.0,0.02,41.0,6.5,T
And1 Streetball,PS2,2006.0,Action,0.13,0.1,0.0,0.03,,,
Family Guy: Back to the Multiverse,PS3,2012.0,Action,0.12,0.1,0.0,0.04,40.0,6.4,M
Rune: Viking Warlord,PS2,2001.0,Action,0.13,0.1,0.0,0.03,53.0,7.3,M
LEGO Harry Potter: Years 5-7,PSP,,Action,0.1,0.1,0.0,0.06,,tbd,E10+
Resident Evil: Revelations,X360,2013.0,Action,0.12,0.1,0.02,0.02,75.0,7.4,M
Teen Titans,PS2,2006.0,Action,0.12,0.1,0.0,0.03,56.0,8.6,E10+
The Powerpuff Girls: Chemical X-Traction,PS,2001.0,Action,0.14,0.1,0.0,0.02,30.0,6.3,E
Madagascar: Escape 2 Africa,X360,2008.0,Action,0.12,0.1,0.0,0.03,62.0,tbd,E10+
The Mummy: Tomb of the Dragon Emperor,PS2,2008.0,Action,0.12,0.1,0.0,0.03,38.0,6.8,T
Star Trek: The Game,PS3,2013.0,Action,0.1,0.1,0.0,0.04,,,
LEGO Marvel's Avengers,WiiU,2016.0,Action,0.12,0.1,0.0,0.02,69.0,6.8,E10+
Darksiders II,PS4,2015.0,Action,0.09,0.1,0.0,0.04,,,
Transformer: Rise of the Dark Spark,PS4,2014.0,Action,0.07,0.1,0.01,0.03,,,
Mafia III,PC,2016.0,Action,0.08,0.1,0.0,0.02,63.0,3.2,M
Lego Star Wars: The Force Awakens,PS3,2016.0,Action,0.04,0.1,0.0,0.03,,tbd,E10+
Darksiders II,PC,2012.0,Action,0.03,0.1,0.0,0.02,81.0,7.8,M
Just Cause 2,PC,2010.0,Action,0.0,0.1,0.0,0.02,84.0,7.7,M
Pro Evolution Soccer 2014,PC,2013.0,Action,0.0,0.1,0.0,0.01,74.0,4.4,E
E.T.: The Extra Terrestrial,2600,1981.0,Action,1.84,0.11,0.0,0.02,,,
Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,0.61,0.11,0.0,0.06,68.0,7.8,E10+
Mercenaries: Playground of Destruction,XB,2005.0,Action,0.54,0.11,0.0,0.03,,,
Pro Evolution Soccer 2012,PSP,2011.0,Action,0.1,0.11,0.29,0.06,74.0,6.3,E
True Crime: Streets of LA,GC,2003.0,Action,0.44,0.11,0.0,0.02,77.0,7.3,M
The Godfather (old US sales),XB,2006.0,Action,0.42,0.11,0.0,0.02,,,
The Lord of the Rings: The Two Towers,GC,2002.0,Action,0.41,0.11,0.0,0.01,82.0,8.7,T
Scarface: The World is Yours,XB,2006.0,Action,0.37,0.11,0.0,0.02,76.0,8.4,M
Pac-Man World 2,XB,2002.0,Action,0.36,0.11,0.0,0.02,66.0,tbd,E
Devil May Cry HD Collection,X360,2012.0,Action,0.28,0.11,0.01,0.03,77.0,8.4,M
Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,0.3,0.11,0.0,0.01,60.0,tbd,E
The Incredibles: Rise of the Underminer,GBA,2005.0,Action,0.29,0.11,0.0,0.01,,tbd,E
Rocket Power: Dream Scheme,GBA,2001.0,Action,0.29,0.11,0.0,0.01,,,
Nicktoons: Freeze Frame Frenzy,GBA,2004.0,Action,0.29,0.11,0.0,0.01,53.0,tbd,E
Ultimate Spider-Man,XB,2005.0,Action,0.26,0.11,0.0,0.02,77.0,7.4,T
No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,0.2,0.11,0.04,0.03,84.0,8.8,M
Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,0.15,0.11,0.1,0.02,78.0,7.8,M
Disney Infinity 3.0,XOne,2015.0,Action,0.2,0.11,0.0,0.03,,,
Disney Magic World 2,3DS,2015.0,Action,0.02,0.11,0.19,0.01,,,
Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,0.19,0.11,0.0,0.03,44.0,5.4,T
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,0.16,0.11,0.0,0.06,62.0,6.7,E10+
Golden Axe: Beast Rider,X360,2008.0,Action,0.19,0.11,0.0,0.03,45.0,5.8,M
Bratz: Girlz Really Rock,DS,2008.0,Action,0.18,0.11,0.0,0.03,,tbd,E
Phineas and Ferb: Across the 2nd Dimension,PS3,2011.0,Action,0.15,0.11,0.0,0.05,63.0,6.6,E10+
LEGO Marvel's Avengers,X360,2016.0,Action,0.18,0.11,0.0,0.03,,5.7,E10+
Harry Potter and the Half-Blood Prince,X360,2009.0,Action,0.17,0.11,0.0,0.03,64.0,6.8,E10+
Army Men: Air Attack 2,PS,2000.0,Action,0.17,0.11,0.0,0.02,74.0,5.3,T
Dynasty Warriors 8: Xtreme Legends,PS4,2014.0,Action,0.09,0.11,0.06,0.04,,,
Sorcery,PS3,2012.0,Action,0.14,0.11,0.0,0.05,70.0,7.3,E10+
Deadpool,PS4,2015.0,Action,0.14,0.11,0.0,0.05,60.0,5.7,M
Metal Gear Solid V: Ground Zeroes,XOne,2014.0,Action,0.15,0.11,0.0,0.02,76.0,5.4,M
Viewtiful Joe,PS2,2004.0,Action,0.14,0.11,0.0,0.04,90.0,8.5,T
Arcade Hits: Frisky Tom,PS,2002.0,Action,0.16,0.11,0.0,0.02,,,
Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,0.14,0.11,0.0,0.04,56.0,7.6,E
Jackass the Game,PS2,2007.0,Action,0.14,0.11,0.0,0.04,58.0,6.6,M
Assassin's Creed II: Discovery,DS,2009.0,Action,0.15,0.11,0.0,0.03,69.0,7.3,T
Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,0.13,0.11,0.0,0.04,61.0,6.5,E10+
Thief (2014),X360,2014.0,Action,0.14,0.11,0.0,0.02,,,
Attack on Titan (KOEI),PS4,2016.0,Action,0.04,0.11,0.11,0.03,,,
Tak and the Guardians of Gross,PS2,2008.0,Action,0.14,0.11,0.0,0.04,,tbd,E10+
Scooby-Doo! and the Spooky Swamp,PS2,2010.0,Action,0.08,0.11,0.0,0.08,,,
The Penguins of Madagascar,DS,2010.0,Action,0.12,0.11,0.0,0.02,,tbd,E
Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,0.1,0.11,0.0,0.02,77.0,8.1,T
The Amazing Spider-Man 2 (2014),X360,2014.0,Action,0.1,0.11,0.0,0.02,,,
LEGO The Hobbit,WiiU,2014.0,Action,0.09,0.11,0.0,0.02,,7.8,E10+
LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,0.05,0.11,0.04,0.01,,tbd,E10+
Prison Break: The Conspiracy,X360,2010.0,Action,0.07,0.11,0.0,0.02,40.0,4.7,T
Metro: Last Light,PC,2013.0,Action,0.06,0.11,0.0,0.02,82.0,8.6,M
The Lord of the Rings: War in the North,PC,2011.0,Action,0.05,0.11,0.0,0.03,66.0,7.1,M
Far Cry: Primal,PC,2016.0,Action,0.04,0.11,0.0,0.01,74.0,4.8,M
LEGO Harry Potter Collection,PS4,2016.0,Action,0.01,0.11,0.0,0.02,73.0,8.1,E10+
Just Cause 3,PC,2015.0,Action,0.03,0.11,0.0,0.01,74.0,5.3,M
Moshi Monsters: Katsuma Unleashed,DS,2013.0,Action,0.0,0.11,0.0,0.01,,tbd,E
Frogger,2600,1981.0,Action,02.06,0.12,0.0,0.02,,,
NBA 2K11,X360,2010.0,Action,1.84,0.12,0.01,0.13,89.0,8.1,E
Super Metroid,SNES,1994.0,Action,0.57,0.12,0.71,0.02,,,
Final Fight 2,SNES,1993.0,Action,0.39,0.12,0.49,0.02,,,
Army Men: Sarge's Heroes,N64,1999.0,Action,0.68,0.12,0.0,0.01,,,
Onimusha: Dawn of Dreams,PS2,2006.0,Action,0.15,0.12,0.34,0.04,81.0,8.9,M
Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,0.14,0.12,0.27,0.05,66.0,5.9,M
Iron Man,DS,2008.0,Action,0.35,0.12,0.0,0.05,56.0,7,E10+
Ace Combat: Assault Horizon,X360,2011.0,Action,0.3,0.12,0.03,0.04,78.0,6.2,T
Lollipop Chainsaw,X360,2012.0,Action,0.31,0.12,0.02,0.04,70.0,7,M
Kong: The 8th Wonder of the World,GBA,2005.0,Action,0.33,0.12,0.0,0.01,59.0,tbd,E10+
Rugrats: Castle Capers,GBA,2001.0,Action,0.33,0.12,0.0,0.01,,,
The Golden Compass,X360,2007.0,Action,0.3,0.12,0.0,0.04,41.0,4.1,E10+
Transformers: Fall of Cybertron,X360,2012.0,Action,0.28,0.12,0.0,0.04,79.0,8.3,T
DmC: Devil May Cry,X360,2013.0,Action,0.26,0.12,0.01,0.04,86.0,5.1,M
Scooby-Doo! Mystery Mayhem,GBA,2003.0,Action,0.31,0.12,0.0,0.01,53.0,tbd,E
Battlebots: Design & Destroy,GBA,2003.0,Action,0.31,0.12,0.0,0.01,,,
Power Rangers: S.P.D.,GBA,2004.0,Action,0.31,0.12,0.0,0.01,,tbd,E10+
Spider-Man: Shattered Dimensions,PS3,2010.0,Action,0.26,0.12,0.0,0.05,74.0,7.5,T
Tom Clancy's HAWX 2,PS3,2010.0,Action,0.21,0.12,0.03,0.05,70.0,6.8,T
Star Wars The Clone Wars: Republic Heroes,PSP,2009.0,Action,0.21,0.12,0.0,0.07,,tbd,T
Asura's Wrath,PS3,2012.0,Action,0.18,0.12,0.06,0.05,71.0,7.4,T
Ghostbusters: The Video Game,DS,2009.0,Action,0.24,0.12,0.0,0.04,55.0,6,E
Iron Man 2,PSP,2010.0,Action,0.18,0.12,0.0,0.07,49.0,tbd,T
Skylanders Giants,WiiU,2012.0,Action,0.22,0.12,0.0,0.03,80.0,6.9,E10+
Dark Void,PS3,2010.0,Action,0.18,0.12,0.0,0.05,59.0,6,T
LEGO Marvel's Avengers,XOne,2016.0,Action,0.19,0.12,0.0,0.03,71.0,5.1,E10+
Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,0.15,0.12,0.0,0.05,66.0,7.1,E10+
Nicktoons: Movin',PS2,2004.0,Action,0.16,0.12,0.0,0.04,,tbd,E
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008.0,Action,0.16,0.12,0.0,0.04,,,
Power Rangers: Time Force,PS,2001.0,Action,0.18,0.12,0.0,0.02,,,
KISS Pinball,PS,2001.0,Action,0.17,0.12,0.0,0.02,26.0,3.8,T
Blade II,PS2,2002.0,Action,0.15,0.12,0.0,0.04,49.0,6.1,M
Disney's Stitch: Experiment 626,PS2,2002.0,Action,0.15,0.12,0.0,0.04,59.0,7.8,E
"Army Men World War: Land, Sea, Air",PS,2000.0,Action,0.17,0.12,0.0,0.02,,,
Chaos Legion,PS2,2003.0,Action,0.15,0.12,0.0,0.04,65.0,8.2,T
SAW,X360,2009.0,Action,0.13,0.12,0.0,0.03,59.0,7.4,M
Transformers: Dark of the Moon,X360,2011.0,Action,0.13,0.12,0.0,0.03,59.0,6.7,T
Need for Speed: The Run,Wii,2011.0,Action,0.11,0.12,0.01,0.03,64.0,3.6,E10+
LEGO The Hobbit,XOne,2014.0,Action,0.13,0.12,0.0,0.02,69.0,6.8,E10+
LEGO Marvel's Avengers,PS3,2016.0,Action,0.1,0.12,0.0,0.04,,5.5,E10+
LEGO The Hobbit,3DS,2014.0,Action,0.1,0.12,0.0,0.02,,,
Aliens vs Predator: Requiem,PSP,2007.0,Action,0.03,0.12,0.0,0.07,49.0,5.6,T
Deadly Creatures,Wii,2009.0,Action,0.08,0.12,0.0,0.02,72.0,8.8,T
Castlevania: Lords of Shadow 2,PS3,2014.0,Action,0.03,0.12,0.02,0.03,63.0,7.8,M
LEGO Marvel Super Heroes,PC,2013.0,Action,0.04,0.12,0.0,0.01,78.0,8.1,E10+
Skylanders: SuperChargers,Wii,2015.0,Action,0.02,0.12,0.0,0.01,,,
Farming Simulator 2012,3DS,2012.0,Action,0.0,0.12,0.0,0.01,,,
LEGO The Lord of the Rings,DS,2012.0,Action,0.0,0.12,0.0,0.01,,tbd,E10+
Euro Truck Simulator 2,PC,2012.0,Action,0.0,0.12,0.0,0.02,79.0,8.7,
Yakuza 4,PS3,,Action,0.15,0.13,0.63,0.05,78.0,8,M
Dynasty Warriors 7,PS3,2011.0,Action,0.25,0.13,0.46,0.06,57.0,7.4,T
Dynasty Warriors 4: Xtreme Legends,PS2,2003.0,Action,0.17,0.13,0.51,0.04,72.0,9.1,T
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015.0,Action,0.17,0.13,0.37,0.06,,,
Ratchet & Clank Collection,PS3,2012.0,Action,0.47,0.13,0.02,0.1,,,
Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,0.22,0.13,0.22,0.07,,7.2,M
Ben 10: Alien Force,PSP,2008.0,Action,0.35,0.13,0.0,0.1,,7.7,E10+
The LEGO Movie Videogame,XOne,2014.0,Action,0.35,0.13,0.0,0.05,69.0,6.9,E10+
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004.0,Action,0.36,0.13,0.0,0.01,56.0,tbd,E
Monsters vs. Aliens,DS,2009.0,Action,0.33,0.13,0.0,0.05,47.0,tbd,E
Power Rangers: Dino Thunder,GBA,2003.0,Action,0.35,0.13,0.0,0.01,49.0,,E
Madagascar: Operation Penguin,GBA,2005.0,Action,0.35,0.13,0.0,0.01,,tbd,E
Rise of Nightmares,X360,2011.0,Action,0.28,0.13,0.01,0.04,54.0,7.8,M
Scooby-Doo! and the Spooky Swamp,Wii,2010.0,Action,0.29,0.13,0.0,0.04,,,
Robert Ludlum's The Bourne Conspiracy,X360,,Action,0.26,0.13,0.0,0.04,71.0,7.2,T
Hyrule Warriors,3DS,2016.0,Action,0.17,0.13,0.11,0.03,,,
Deadpool,X360,2013.0,Action,0.26,0.13,0.0,0.04,62.0,7.4,M
Skylanders: SuperChargers,X360,2015.0,Action,0.25,0.13,0.0,0.04,,5.4,E10+
LEGO Marvel Super Heroes,DS,2013.0,Action,0.22,0.13,0.0,0.03,,4.8,E10+
Blasto,PS,1998.0,Action,0.2,0.13,0.0,0.02,,,
Batman: Rise of Sin Tzu,PS2,2003.0,Action,0.17,0.13,0.0,0.05,63.0,8.3,T
Assassin's Creed III,WiiU,2012.0,Action,0.19,0.13,0.0,0.03,85.0,7.1,M
Resident Evil: Dead Aim,PS2,2003.0,Action,0.17,0.13,0.0,0.04,65.0,6.6,M
Saban's Power Rangers: Lightspeed Rescue,PS,2000.0,Action,0.19,0.13,0.0,0.02,,,
Tiny Tank,PS,1998.0,Action,0.19,0.13,0.0,0.02,,,
Fade to Black,PS,1996.0,Action,0.19,0.13,0.0,0.02,,,
Transformers: Revenge of the Fallen (DS Versions),DS,2009.0,Action,0.17,0.13,0.0,0.03,,,
Deathtrap Dungeon,PS,1998.0,Action,0.19,0.13,0.0,0.02,,,
Disney's Treasure Planet,PS2,2002.0,Action,0.16,0.13,0.0,0.04,,tbd,E
LEGO Pirates of the Caribbean: The Video Game,PSP,2011.0,Action,0.12,0.13,0.0,0.08,67.0,tbd,E10+
Night at the Museum: Battle of the Smithsonian,Wii,2009.0,Action,0.17,0.13,0.0,0.03,54.0,tbd,E10+
Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,0.17,0.13,0.0,0.03,47.0,6.6,T
Harry Potter and the Deathly Hallows - Part 2,PS3,2011.0,Action,0.14,0.13,0.0,0.05,43.0,5.7,T
Metro: Last Light,XOne,2014.0,Action,0.15,0.13,0.0,0.03,,,
DmC: Devil May Cry,PS4,2015.0,Action,0.12,0.13,0.0,0.05,,,
Silent Hill: Shattered Memories,PSP,2010.0,Action,0.09,0.13,0.01,0.07,73.0,7.5,M
Lego Star Wars: The Force Awakens,XOne,2016.0,Action,0.14,0.13,0.0,0.02,76.0,7,E10+
LEGO The Lord of the Rings,PSV,2012.0,Action,0.09,0.13,0.0,0.06,54.0,5.6,E10+
LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,0.1,0.13,0.0,0.03,76.0,7.5,E10+
The Adventures of Tintin: The Game,X360,2011.0,Action,0.07,0.13,0.0,0.03,63.0,6.1,E10+
LEGO Jurassic World,PSV,2015.0,Action,0.05,0.13,0.0,0.05,,7.6,E10+
LEGO The Lord of the Rings,PC,2012.0,Action,0.07,0.13,0.0,0.03,80.0,8.2,E10+
Assassin's Creed The Ezio Collection,PS4,2016.0,Action,0.04,0.13,0.0,0.03,72.0,7.4,M
Tom Clancy's Splinter Cell: Blacklist,PC,2013.0,Action,0.04,0.13,0.0,0.01,82.0,7.4,M
Terraria,PC,2011.0,Action,0.0,0.13,0.0,0.01,83.0,8.5,T
Pac-Man World,PS,1998.0,Action,1.21,0.14,0.1,0.04,,,
Army Men 3D,PS,1999.0,Action,1.1,0.14,0.0,0.04,,,
Kirby: Planet Robobot,3DS,2016.0,Action,0.28,0.14,0.47,0.04,81.0,8.7,E
Resident Evil: Operation Raccoon City,X360,2012.0,Action,0.55,0.14,0.03,0.06,52.0,4.9,M
Harry Potter and the Chamber of Secrets,GC,2002.0,Action,0.53,0.14,0.0,0.02,77.0,8.3,E
The Lord of the Rings: The Return of the King,GC,2003.0,Action,0.53,0.14,0.0,0.02,84.0,8.5,T
Ghostbusters: The Video Game,X360,2009.0,Action,0.43,0.14,0.0,0.06,79.0,8.5,T
Disney Universe,X360,2011.0,Action,0.37,0.14,0.0,0.05,66.0,5.3,E10+
Metal Gear Solid 2: Substance,PS2,2002.0,Action,0.18,0.14,0.16,0.05,87.0,9,M
Harry Potter and the Prisoner of Azkaban,GBA,2004.0,Action,0.37,0.14,0.0,0.01,69.0,8.1,E
Metal Gear Rising: Revengeance,X360,2013.0,Action,0.3,0.14,0.0,0.04,82.0,7.8,M
PlayStation All-Stars Battle Royale,PSV,2012.0,Action,0.21,0.14,0.01,0.09,75.0,7.5,T
Deadpool,PS3,2013.0,Action,0.23,0.14,0.0,0.08,61.0,7.2,M
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009.0,Action,0.26,0.14,0.0,0.04,,,
Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,0.25,0.14,0.0,0.04,65.0,4,E10+
Barbie: Groom and Glam Pups,DS,2010.0,Action,0.25,0.14,0.0,0.04,,tbd,E
Castlevania: Curse of Darkness,PS2,2005.0,Action,0.18,0.14,0.05,0.05,70.0,7.5,M
The Smurfs,DS,2011.0,Action,0.23,0.14,0.0,0.04,,tbd,E
Star Wars The Clone Wars: Republic Heroes,DS,2009.0,Action,0.22,0.14,0.0,0.04,,5.3,E10+
Planet 51,DS,2009.0,Action,0.22,0.14,0.0,0.04,,tbd,E
Transformers: Fall of Cybertron,PS3,2012.0,Action,0.19,0.14,0.0,0.06,77.0,8.2,T
Robert Ludlum's The Bourne Conspiracy,PS3,,Action,0.18,0.14,0.0,0.06,70.0,7.6,T
Silent Hill: Homecoming,PS3,,Action,0.18,0.14,0.0,0.06,71.0,6.9,M
Ninja: Shadow of Darkness,PS,1998.0,Action,0.21,0.14,0.0,0.02,,,
MediEvil II,PS,1999.0,Action,0.21,0.14,0.0,0.02,,,
Rampage: Total Destruction,PS2,2006.0,Action,0.18,0.14,0.0,0.05,51.0,7,E10+
Robots,PS2,2005.0,Action,0.18,0.14,0.0,0.05,53.0,6,E
The Incredibles: Rise of the Underminer,PS2,2005.0,Action,0.18,0.14,0.0,0.05,60.0,7.1,E10+
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016.0,Action,0.07,0.14,0.11,0.02,,,
Ninja Blade,X360,2009.0,Action,0.14,0.14,0.02,0.03,68.0,6.8,M
Golden Axe: Beast Rider,PS3,2008.0,Action,0.13,0.14,0.0,0.06,44.0,5.6,M
Overlord II,X360,2009.0,Action,0.15,0.14,0.0,0.03,75.0,7.2,T
Mini Ninjas,X360,2009.0,Action,0.12,0.14,0.0,0.03,73.0,8.4,E10+
Ice Age: Dawn of the Dinosaurs,Wii,2009.0,Action,0.11,0.14,0.0,0.03,75.0,8.3,E10+
The Amazing Spider-Man 2 (2014),PS3,2014.0,Action,0.06,0.14,0.02,0.04,,,
LEGO Harry Potter: Years 5-7,PC,,Action,0.05,0.14,0.0,0.03,80.0,8.5,E10+
Around the World in 80 Days,DS,2010.0,Action,0.0,0.14,0.0,0.02,,,
Mega Man 2,NES,1988.0,Action,0.93,0.15,0.42,0.01,,,
Ace Combat: Assault Horizon,PS3,2011.0,Action,0.3,0.15,0.22,0.07,77.0,6.7,T
Resident Evil: Survivor,PS,2000.0,Action,0.23,0.15,0.29,0.05,39.0,7,M
Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,0.41,0.15,0.0,0.01,60.0,7,E
Resident Evil Outbreak File #2,PS2,2004.0,Action,0.19,0.15,0.17,0.05,58.0,7.7,M
The Incredible Hulk,GBA,2003.0,Action,0.4,0.15,0.0,0.01,,,
The Lord of the Rings: The Return of the King,GBA,2003.0,Action,0.4,0.15,0.0,0.01,77.0,8.2,T
SpongeBob SquarePants: SuperSponge,GBA,2001.0,Action,0.39,0.15,0.0,0.01,,,
Silent Hill: Origins,PSP,2007.0,Action,0.22,0.15,0.04,0.1,78.0,7.8,M
Epic Mickey 2: The Power of Two,X360,2012.0,Action,0.32,0.15,0.0,0.04,59.0,5.5,E
Super Monkey Ball 3D,3DS,2011.0,Action,0.26,0.15,0.05,0.04,55.0,5.5,E
Rygar: The Legendary Adventure,PS2,2002.0,Action,0.2,0.15,0.06,0.05,83.0,8.4,T
Thief (2014),XOne,2014.0,Action,0.26,0.15,0.0,0.04,,,
Silent Hill: Downpour,PS3,2012.0,Action,0.21,0.15,0.04,0.06,64.0,6.9,M
Silent Hill: Homecoming,X360,,Action,0.25,0.15,0.0,0.04,70.0,6.9,M
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014.0,Action,0.25,0.15,0.0,0.04,,,
How to Train Your Dragon,Wii,2010.0,Action,0.23,0.15,0.0,0.04,59.0,7,E10+
LEGO Dimensions,XOne,2015.0,Action,0.22,0.15,0.0,0.04,80.0,6.9,E10+
Minority Report: Everybody Runs,PS2,2002.0,Action,0.2,0.15,0.0,0.05,50.0,5,T
Naughty Bear,X360,2010.0,Action,0.21,0.15,0.0,0.04,43.0,5.6,T
The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,0.2,0.15,0.0,0.05,67.0,7,T
Disney Infinity 3.0,X360,2015.0,Action,0.21,0.15,0.0,0.03,,,
Fantastic Four: Rise of the Silver Surfer,PS2,2007.0,Action,0.19,0.15,0.0,0.05,36.0,6.4,T
Blood Omen 2,PS2,2002.0,Action,0.19,0.15,0.0,0.05,67.0,8.8,M
Evil Dead: Fistfull of Boomstick,PS2,2003.0,Action,0.19,0.15,0.0,0.05,,,
Looney Tunes: Acme Arsenal,PS2,2007.0,Action,0.19,0.15,0.0,0.05,38.0,3.9,E10+
Headhunter,PS2,2002.0,Action,0.19,0.15,0.0,0.05,74.0,7.8,M
Ice Age: Dawn of the Dinosaurs,DS,2009.0,Action,0.2,0.15,0.0,0.04,54.0,tbd,E
LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,0.14,0.15,0.0,0.08,63.0,tbd,E10+
Skylanders: SuperChargers,PS3,2015.0,Action,0.16,0.15,0.0,0.06,,4.2,E10+
Metro: Last Light,X360,2013.0,Action,0.17,0.15,0.0,0.03,80.0,8.4,
